"Date","Hour","Sensor_Location","Count"
"02/12/2021",6,"Errol.Street..East.",20
"02/12/2021",6,"Westwood.Place",40
"02/12/2021",6,"Flinders.St...ACMI",93
"02/12/2021",6,"Bourke.St...Spencer.St..South.",40
"02/12/2021",6,"Spring.St...Flinders.St..West.",107
"02/12/2021",6,"Macaulay.Rd...Bellair.St",27
"02/12/2021",6,"Harbour.Esplanade...Pedestrian.Path",89
"02/12/2021",6,"Harbour.Esplanade...Bike.Path",29
"02/12/2021",6,"Flinders.St..South.",150
"02/12/2021",6,"Elizabeth.St...Flinders.St..East....New.footpath",NA
"02/12/2021",6,"Macaulay.Rd..North.",NA
"02/12/2021",6,"Queensberry.St...Errol.St..South.",NA
"02/12/2021",7,"Bourke.Street.Mall..North.",220
"02/12/2021",7,"Bourke.Street.Mall..South.",126
"02/12/2021",7,"Melbourne.Central",199
"02/12/2021",7,"Town.Hall..West.",331
"02/12/2021",7,"Princes.Bridge",456
"02/12/2021",7,"Flinders.Street.Station.Underpass",684
"02/12/2021",7,"Birrarung.Marr",247
"02/12/2021",7,"Webb.Bridge",206
"02/12/2021",7,"Southern.Cross.Station",460
"02/12/2021",7,"Victoria.Point",13
"02/12/2021",7,"Waterfront.City",49
"02/12/2021",7,"New.Quay",190
"02/12/2021",7,"Flagstaff.Station",NA
"02/12/2021",7,"Sandridge.Bridge",327
"02/12/2021",7,"State.Library",NA
"02/12/2021",7,"Collins.St..North.",208
"02/12/2021",7,"Collins.Place..South.",373
"02/12/2021",7,"Collins.Place..North.",291
"02/12/2021",7,"Chinatown.Swanston.St..North.",37
"02/12/2021",7,"Chinatown.Lt.Bourke.St..South.",37
"02/12/2021",7,"Bourke.St.Russell.St..West.",97
"02/12/2021",7,"Flinders.St.Elizabeth.St..East.",NA
"02/12/2021",7,"Spencer.St.Collins.St..South.",305
"02/12/2021",7,"Spencer.St.Collins.St..North.",619
"02/12/2021",7,"Melbourne.Convention.Exhibition.Centre",519
"02/12/2021",7,"QV.Market.Elizabeth.St..West.",199
"02/12/2021",7,"QV.Market.Peel.St",89
"02/12/2021",7,"The.Arts.Centre",475
"02/12/2021",7,"St.Kilda.Rd.Alexandra.Gardens",115
"02/12/2021",7,"Lonsdale.St..South.",86
"02/12/2021",7,"Lygon.St..West.",60
"02/12/2021",7,"City.Square",NA
"02/12/2021",7,"Flinders.St.Spring.St..West.",NA
"02/12/2021",7,"Flinders.St.Spark.La",NA
"02/12/2021",7,"Southbank",872
"02/12/2021",7,"Queen.St..West.",119
"02/12/2021",7,"Lygon.St..East.",24
"02/12/2021",7,"Flinders.St.Swanston.St..West.",NA
"02/12/2021",7,"Alfred.Place",88
"02/12/2021",7,"Lonsdale.St.Spring.St..West.",121
"02/12/2021",7,"Grattan.St.Swanston.St..West.",59
"02/12/2021",7,"Monash.Rd.Swanston.St..West.",47
"02/12/2021",7,"Tin.Alley.Swanston.St..West.",29
"02/12/2021",7,"Little.Collins.St.Swanston.St..East.",NA
"02/12/2021",7,"Flinders.La.Swanston.St..West.",728
"02/12/2021",7,"Pelham.St..South.",32
"02/12/2021",7,"Melbourne.Central.Elizabeth.St..East.",319
"02/12/2021",7,"QVM.Queen.St..East.",123
"02/12/2021",7,"QVM.Therry.St..South.",87
"02/12/2021",7,"Faraday.St.Lygon.St..West.",57
"02/12/2021",7,"QVM.Franklin.St..North.",52
"02/12/2021",7,"Elizabeth.St.Lonsdale.St..South.",93
"02/12/2021",7,"Lincoln.Swanston..W.",34
"02/12/2021",7,"Elizabeth.St.La.Trobe.St..East.",NA
"02/12/2021",7,"Lonsdale.St...Elizabeth.St..North.",72
"02/12/2021",7,"Bourke.St.Bridge",429
"02/12/2021",7,"Bourke.St...Spencer.St..North.",366
"02/12/2021",7,"RMIT.Bld.80...445.Swanston.Street",125
"02/12/2021",7,"Flinders.La.Swanston.St..West..Temporary",NA
"02/12/2021",7,"RMIT.Building.14",149
"02/12/2021",7,"X380.Elizabeth.St",366
"02/12/2021",7,"La.Trobe.St..North.",51
"02/12/2021",7,"X231.Bourke.St",NA
"02/12/2021",7,"Royal.Pde...Grattan.St",179
"02/12/2021",7,"Swanston.St...City.Square",158
"02/12/2021",7,"State.Library...New",191
"02/12/2021",7,"Flinders.Ln...Degraves.St..South.",219
"02/12/2021",7,"Flinders.Ln...Degraves.St..North.",135
"02/12/2021",7,"Flinders.Ln...Degraves.St..Crossing.",82
"02/12/2021",7,"Errol.Street..East.",103
"02/12/2021",7,"Westwood.Place",22
"02/12/2021",7,"Flinders.St...ACMI",210
"02/12/2021",7,"Bourke.St...Spencer.St..South.",118
"02/12/2021",7,"Spring.St...Flinders.St..West.",49
"02/12/2021",7,"Macaulay.Rd...Bellair.St",48
"02/12/2021",7,"Harbour.Esplanade...Pedestrian.Path",173
"02/12/2021",7,"Harbour.Esplanade...Bike.Path",50
"02/12/2021",7,"Flinders.St..South.",294
"02/12/2021",7,"Elizabeth.St...Flinders.St..East....New.footpath",NA
"02/12/2021",7,"Macaulay.Rd..North.",NA
"02/12/2021",7,"Queensberry.St...Errol.St..South.",NA
"02/12/2021",8,"Bourke.Street.Mall..North.",434
"02/12/2021",8,"Bourke.Street.Mall..South.",286
"02/12/2021",8,"Melbourne.Central",365
"02/12/2021",8,"Town.Hall..West.",663
"02/12/2021",8,"Princes.Bridge",681
"02/12/2021",8,"Flinders.Street.Station.Underpass",1507
"02/12/2021",8,"Birrarung.Marr",267
"02/12/2021",8,"Webb.Bridge",271
"02/12/2021",8,"Southern.Cross.Station",819
"02/12/2021",8,"Victoria.Point",17
"02/12/2021",8,"Waterfront.City",51
"02/12/2021",8,"New.Quay",199
"02/12/2021",8,"Flagstaff.Station",NA
"02/12/2021",8,"Sandridge.Bridge",444
"02/12/2021",8,"State.Library",NA
"02/12/2021",8,"Collins.St..North.",481
"02/12/2021",8,"Collins.Place..South.",947
"02/12/2021",8,"Collins.Place..North.",606
"02/12/2021",8,"Chinatown.Swanston.St..North.",77
"02/12/2021",8,"Chinatown.Lt.Bourke.St..South.",97
"02/12/2021",8,"Bourke.St.Russell.St..West.",188
"02/12/2021",8,"Flinders.St.Elizabeth.St..East.",NA
"02/12/2021",8,"Spencer.St.Collins.St..South.",673
"02/12/2021",8,"Spencer.St.Collins.St..North.",1372
"02/12/2021",8,"Melbourne.Convention.Exhibition.Centre",705
"02/12/2021",8,"QV.Market.Elizabeth.St..West.",285
"02/12/2021",8,"QV.Market.Peel.St",145
"02/12/2021",8,"The.Arts.Centre",758
"02/12/2021",8,"St.Kilda.Rd.Alexandra.Gardens",154
"02/12/2021",8,"Lonsdale.St..South.",160
"02/12/2021",8,"Lygon.St..West.",101
"02/12/2021",8,"City.Square",NA
"02/12/2021",8,"Flinders.St.Spring.St..West.",NA
"02/12/2021",8,"Flinders.St.Spark.La",NA
"02/12/2021",8,"Southbank",1678
"02/12/2021",8,"Queen.St..West.",291
"02/12/2021",8,"Lygon.St..East.",74
"02/12/2021",8,"Flinders.St.Swanston.St..West.",NA
"02/12/2021",8,"Alfred.Place",252
"02/12/2021",8,"Lonsdale.St.Spring.St..West.",345
"02/12/2021",8,"Grattan.St.Swanston.St..West.",120
"02/12/2021",8,"Monash.Rd.Swanston.St..West.",126
"02/12/2021",8,"Tin.Alley.Swanston.St..West.",60
"02/12/2021",8,"Little.Collins.St.Swanston.St..East.",NA
"02/12/2021",8,"Flinders.La.Swanston.St..West.",1493
"02/12/2021",8,"Pelham.St..South.",46
"02/12/2021",8,"Melbourne.Central.Elizabeth.St..East.",604
"02/12/2021",8,"QVM.Queen.St..East.",201
"02/12/2021",8,"QVM.Therry.St..South.",86
"02/12/2021",8,"Faraday.St.Lygon.St..West.",127
"02/12/2021",8,"QVM.Franklin.St..North.",89
"02/12/2021",8,"Elizabeth.St.Lonsdale.St..South.",236
"02/12/2021",8,"Lincoln.Swanston..W.",87
"02/12/2021",8,"Elizabeth.St.La.Trobe.St..East.",NA
"02/12/2021",8,"Lonsdale.St...Elizabeth.St..North.",188
"02/12/2021",8,"Bourke.St.Bridge",806
"02/12/2021",8,"Bourke.St...Spencer.St..North.",866
"02/12/2021",8,"RMIT.Bld.80...445.Swanston.Street",281
"02/12/2021",8,"Flinders.La.Swanston.St..West..Temporary",NA
"02/12/2021",8,"RMIT.Building.14",305
"02/12/2021",8,"X380.Elizabeth.St",581
"02/12/2021",8,"La.Trobe.St..North.",77
"02/12/2021",8,"X231.Bourke.St",NA
"02/12/2021",8,"Royal.Pde...Grattan.St",367
"02/12/2021",8,"Swanston.St...City.Square",407
"02/12/2021",8,"State.Library...New",356
"02/12/2021",8,"Flinders.Ln...Degraves.St..South.",487
"02/12/2021",8,"Flinders.Ln...Degraves.St..North.",298
"02/12/2021",8,"Flinders.Ln...Degraves.St..Crossing.",185
"02/12/2021",8,"Errol.Street..East.",198
"02/12/2021",8,"Westwood.Place",44
"02/12/2021",8,"Flinders.St...ACMI",410
"02/12/2021",8,"Bourke.St...Spencer.St..South.",350
"02/12/2021",8,"Spring.St...Flinders.St..West.",81
"02/12/2021",8,"Macaulay.Rd...Bellair.St",128
"02/12/2021",8,"Harbour.Esplanade...Pedestrian.Path",244
"02/12/2021",8,"Harbour.Esplanade...Bike.Path",67
"02/12/2021",8,"Flinders.St..South.",641
"02/12/2021",8,"Elizabeth.St...Flinders.St..East....New.footpath",NA
"02/12/2021",8,"Macaulay.Rd..North.",NA
"02/12/2021",8,"Queensberry.St...Errol.St..South.",NA
"02/12/2021",9,"Bourke.Street.Mall..North.",659
"02/12/2021",9,"Bourke.Street.Mall..South.",475
"02/12/2021",9,"Melbourne.Central",446
"02/12/2021",9,"Town.Hall..West.",900
"02/12/2021",9,"Princes.Bridge",524
"02/12/2021",9,"Flinders.Street.Station.Underpass",795
"02/12/2021",9,"Birrarung.Marr",135
"02/12/2021",9,"Webb.Bridge",171
"02/12/2021",9,"Southern.Cross.Station",461
"02/12/2021",9,"Victoria.Point",21
"02/12/2021",9,"Waterfront.City",83
"02/12/2021",9,"New.Quay",227
"02/12/2021",9,"Flagstaff.Station",NA
"02/12/2021",9,"Sandridge.Bridge",252
"02/12/2021",9,"State.Library",NA
"02/12/2021",9,"Collins.St..North.",631
"02/12/2021",9,"Collins.Place..South.",536
"02/12/2021",9,"Collins.Place..North.",400
"02/12/2021",9,"Chinatown.Swanston.St..North.",101
"02/12/2021",9,"Chinatown.Lt.Bourke.St..South.",107
"02/12/2021",9,"Bourke.St.Russell.St..West.",231
"02/12/2021",9,"Flinders.St.Elizabeth.St..East.",NA
"02/12/2021",9,"Spencer.St.Collins.St..South.",349
"02/12/2021",9,"Spencer.St.Collins.St..North.",818
"02/12/2021",9,"Melbourne.Convention.Exhibition.Centre",577
"02/12/2021",9,"QV.Market.Elizabeth.St..West.",362
"02/12/2021",9,"QV.Market.Peel.St",191
"02/12/2021",9,"The.Arts.Centre",604
"02/12/2021",9,"St.Kilda.Rd.Alexandra.Gardens",122
"02/12/2021",9,"Lonsdale.St..South.",204
"02/12/2021",9,"Lygon.St..West.",103
"02/12/2021",9,"City.Square",NA
"02/12/2021",9,"Flinders.St.Spring.St..West.",NA
"02/12/2021",9,"Flinders.St.Spark.La",NA
"02/12/2021",9,"Southbank",964
"02/12/2021",9,"Queen.St..West.",260
"02/12/2021",9,"Lygon.St..East.",65
"02/12/2021",9,"Flinders.St.Swanston.St..West.",NA
"02/12/2021",9,"Alfred.Place",272
"02/12/2021",9,"Lonsdale.St.Spring.St..West.",238
"02/12/2021",9,"Grattan.St.Swanston.St..West.",123
"02/12/2021",9,"Monash.Rd.Swanston.St..West.",121
"02/12/2021",9,"Tin.Alley.Swanston.St..West.",71
"02/12/2021",9,"Little.Collins.St.Swanston.St..East.",NA
"02/12/2021",9,"Flinders.La.Swanston.St..West.",1447
"02/12/2021",9,"Pelham.St..South.",49
"02/12/2021",9,"Melbourne.Central.Elizabeth.St..East.",630
"02/12/2021",9,"QVM.Queen.St..East.",215
"02/12/2021",9,"QVM.Therry.St..South.",94
"02/12/2021",9,"Faraday.St.Lygon.St..West.",206
"02/12/2021",9,"QVM.Franklin.St..North.",120
"02/12/2021",9,"Elizabeth.St.Lonsdale.St..South.",219
"02/12/2021",9,"Lincoln.Swanston..W.",55
"02/12/2021",9,"Elizabeth.St.La.Trobe.St..East.",NA
"02/12/2021",9,"Lonsdale.St...Elizabeth.St..North.",185
"02/12/2021",9,"Bourke.St.Bridge",518
"02/12/2021",9,"Bourke.St...Spencer.St..North.",561
"02/12/2021",9,"RMIT.Bld.80...445.Swanston.Street",217
"02/12/2021",9,"Flinders.La.Swanston.St..West..Temporary",NA
"02/12/2021",9,"RMIT.Building.14",243
"02/12/2021",9,"X380.Elizabeth.St",657
"02/12/2021",9,"La.Trobe.St..North.",104
"02/12/2021",9,"X231.Bourke.St",NA
"02/12/2021",9,"Royal.Pde...Grattan.St",264
"02/12/2021",9,"Swanston.St...City.Square",336
"02/12/2021",9,"State.Library...New",475
"02/12/2021",9,"Flinders.Ln...Degraves.St..South.",467
"02/12/2021",9,"Flinders.Ln...Degraves.St..North.",267
"02/12/2021",9,"Flinders.Ln...Degraves.St..Crossing.",162
"02/12/2021",9,"Errol.Street..East.",167
"02/12/2021",9,"Westwood.Place",78
"02/12/2021",9,"Flinders.St...ACMI",323
"02/12/2021",9,"Bourke.St...Spencer.St..South.",220
"02/12/2021",9,"Spring.St...Flinders.St..West.",52
"02/12/2021",9,"Macaulay.Rd...Bellair.St",141
"02/12/2021",9,"Harbour.Esplanade...Pedestrian.Path",263
"02/12/2021",9,"Harbour.Esplanade...Bike.Path",61
"02/12/2021",9,"Flinders.St..South.",503
"02/12/2021",9,"Elizabeth.St...Flinders.St..East....New.footpath",NA
"02/12/2021",9,"Macaulay.Rd..North.",NA
"02/12/2021",9,"Queensberry.St...Errol.St..South.",NA
"02/12/2021",10,"Bourke.Street.Mall..North.",961
"02/12/2021",10,"Bourke.Street.Mall..South.",674
"02/12/2021",10,"Melbourne.Central",605
"02/12/2021",10,"Town.Hall..West.",1103
"02/12/2021",10,"Princes.Bridge",464
"02/12/2021",10,"Flinders.Street.Station.Underpass",656
"02/12/2021",10,"Birrarung.Marr",91
"02/12/2021",10,"Webb.Bridge",181
"02/12/2021",10,"Southern.Cross.Station",216
"02/12/2021",10,"Victoria.Point",3
"02/12/2021",10,"Waterfront.City",32
"02/12/2021",10,"New.Quay",152
"02/12/2021",10,"Flagstaff.Station",NA
"02/12/2021",10,"Sandridge.Bridge",239
"02/12/2021",10,"State.Library",NA
"02/12/2021",10,"Collins.St..North.",724
"02/12/2021",10,"Collins.Place..South.",433
"02/12/2021",10,"Collins.Place..North.",291
"02/12/2021",10,"Chinatown.Swanston.St..North.",239
"02/12/2021",10,"Chinatown.Lt.Bourke.St..South.",156
"02/12/2021",10,"Bourke.St.Russell.St..West.",303
"02/12/2021",10,"Flinders.St.Elizabeth.St..East.",NA
"02/12/2021",10,"Spencer.St.Collins.St..South.",389
"02/12/2021",10,"Spencer.St.Collins.St..North.",722
"02/12/2021",10,"Melbourne.Convention.Exhibition.Centre",553
"02/12/2021",10,"QV.Market.Elizabeth.St..West.",460
"02/12/2021",10,"QV.Market.Peel.St",173
"02/12/2021",10,"The.Arts.Centre",359
"02/12/2021",10,"St.Kilda.Rd.Alexandra.Gardens",205
"02/12/2021",10,"Lonsdale.St..South.",266
"02/12/2021",10,"Lygon.St..West.",99
"02/12/2021",10,"City.Square",NA
"02/12/2021",10,"Flinders.St.Spring.St..West.",NA
"02/12/2021",10,"Flinders.St.Spark.La",NA
"02/12/2021",10,"Southbank",811
"02/12/2021",10,"Queen.St..West.",216
"02/12/2021",10,"Lygon.St..East.",116
"02/12/2021",10,"Flinders.St.Swanston.St..West.",NA
"02/12/2021",10,"Alfred.Place",209
"02/12/2021",10,"Lonsdale.St.Spring.St..West.",191
"02/12/2021",10,"Grattan.St.Swanston.St..West.",144
"02/12/2021",10,"Monash.Rd.Swanston.St..West.",129
"02/12/2021",10,"Tin.Alley.Swanston.St..West.",52
"02/12/2021",10,"Little.Collins.St.Swanston.St..East.",NA
"02/12/2021",10,"Flinders.La.Swanston.St..West.",1508
"02/12/2021",10,"Pelham.St..South.",47
"02/12/2021",10,"Melbourne.Central.Elizabeth.St..East.",692
"02/12/2021",10,"QVM.Queen.St..East.",268
"02/12/2021",10,"QVM.Therry.St..South.",186
"02/12/2021",10,"Faraday.St.Lygon.St..West.",210
"02/12/2021",10,"QVM.Franklin.St..North.",98
"02/12/2021",10,"Elizabeth.St.Lonsdale.St..South.",173
"02/12/2021",10,"Lincoln.Swanston..W.",56
"02/12/2021",10,"Elizabeth.St.La.Trobe.St..East.",NA
"02/12/2021",10,"Lonsdale.St...Elizabeth.St..North.",177
"02/12/2021",10,"Bourke.St.Bridge",400
"02/12/2021",10,"Bourke.St...Spencer.St..North.",488
"02/12/2021",10,"RMIT.Bld.80...445.Swanston.Street",295
"02/12/2021",10,"Flinders.La.Swanston.St..West..Temporary",NA
"02/12/2021",10,"RMIT.Building.14",264
"02/12/2021",10,"X380.Elizabeth.St",695
"02/12/2021",10,"La.Trobe.St..North.",110
"02/12/2021",10,"X231.Bourke.St",NA
"02/12/2021",10,"Royal.Pde...Grattan.St",170
"02/12/2021",10,"Swanston.St...City.Square",354
"02/12/2021",10,"State.Library...New",657
"02/12/2021",10,"Flinders.Ln...Degraves.St..South.",498
"02/12/2021",10,"Flinders.Ln...Degraves.St..North.",234
"02/12/2021",10,"Flinders.Ln...Degraves.St..Crossing.",140
"02/12/2021",10,"Errol.Street..East.",210
"02/12/2021",10,"Westwood.Place",57
"02/12/2021",10,"Flinders.St...ACMI",330
"02/12/2021",10,"Bourke.St...Spencer.St..South.",163
"02/12/2021",10,"Spring.St...Flinders.St..West.",63
"02/12/2021",10,"Macaulay.Rd...Bellair.St",102
"02/12/2021",10,"Harbour.Esplanade...Pedestrian.Path",163
"02/12/2021",10,"Harbour.Esplanade...Bike.Path",56
"02/12/2021",10,"Flinders.St..South.",457
"02/12/2021",10,"Elizabeth.St...Flinders.St..East....New.footpath",NA
"02/12/2021",10,"Macaulay.Rd..North.",NA
"02/12/2021",10,"Queensberry.St...Errol.St..South.",NA
"02/12/2021",11,"Bourke.Street.Mall..North.",1489
"02/12/2021",11,"Bourke.Street.Mall..South.",924
"02/12/2021",11,"Melbourne.Central",809
"02/12/2021",11,"Town.Hall..West.",1528
"02/12/2021",11,"Princes.Bridge",635
"02/12/2021",11,"Flinders.Street.Station.Underpass",780
"02/12/2021",11,"Birrarung.Marr",78
"02/12/2021",11,"Webb.Bridge",176
"02/12/2021",11,"Southern.Cross.Station",260
"02/12/2021",11,"Victoria.Point",13
"02/12/2021",11,"Waterfront.City",42
"02/12/2021",11,"New.Quay",178
"02/12/2021",11,"Flagstaff.Station",NA
"02/12/2021",11,"Sandridge.Bridge",261
"02/12/2021",11,"State.Library",NA
"02/12/2021",11,"Collins.St..North.",984
"02/12/2021",11,"Collins.Place..South.",525
"02/12/2021",11,"Collins.Place..North.",297
"02/12/2021",11,"Chinatown.Swanston.St..North.",313
"02/12/2021",11,"Chinatown.Lt.Bourke.St..South.",170
"02/12/2021",11,"Bourke.St.Russell.St..West.",438
"02/12/2021",11,"Flinders.St.Elizabeth.St..East.",NA
"02/12/2021",11,"Spencer.St.Collins.St..South.",384
"02/12/2021",11,"Spencer.St.Collins.St..North.",668
"02/12/2021",11,"Melbourne.Convention.Exhibition.Centre",681
"02/12/2021",11,"QV.Market.Elizabeth.St..West.",523
"02/12/2021",11,"QV.Market.Peel.St",199
"02/12/2021",11,"The.Arts.Centre",495
"02/12/2021",11,"St.Kilda.Rd.Alexandra.Gardens",178
"02/12/2021",11,"Lonsdale.St..South.",316
"02/12/2021",11,"Lygon.St..West.",93
"02/12/2021",11,"City.Square",NA
"02/12/2021",11,"Flinders.St.Spring.St..West.",NA
"02/12/2021",11,"Flinders.St.Spark.La",NA
"02/12/2021",11,"Southbank",1012
"02/12/2021",11,"Queen.St..West.",225
"02/12/2021",11,"Lygon.St..East.",99
"02/12/2021",11,"Flinders.St.Swanston.St..West.",NA
"02/12/2021",11,"Alfred.Place",128
"02/12/2021",11,"Lonsdale.St.Spring.St..West.",227
"02/12/2021",11,"Grattan.St.Swanston.St..West.",134
"02/12/2021",11,"Monash.Rd.Swanston.St..West.",166
"02/12/2021",11,"Tin.Alley.Swanston.St..West.",69
"02/12/2021",11,"Little.Collins.St.Swanston.St..East.",NA
"02/12/2021",11,"Flinders.La.Swanston.St..West.",1852
"02/12/2021",11,"Pelham.St..South.",69
"02/12/2021",11,"Melbourne.Central.Elizabeth.St..East.",840
"02/12/2021",11,"QVM.Queen.St..East.",223
"02/12/2021",11,"QVM.Therry.St..South.",183
"02/12/2021",11,"Faraday.St.Lygon.St..West.",318
"02/12/2021",11,"QVM.Franklin.St..North.",135
"02/12/2021",11,"Elizabeth.St.Lonsdale.St..South.",267
"02/12/2021",11,"Lincoln.Swanston..W.",62
"02/12/2021",11,"Elizabeth.St.La.Trobe.St..East.",NA
"02/12/2021",11,"Lonsdale.St...Elizabeth.St..North.",232
"02/12/2021",11,"Bourke.St.Bridge",348
"02/12/2021",11,"Bourke.St...Spencer.St..North.",551
"02/12/2021",11,"RMIT.Bld.80...445.Swanston.Street",304
"02/12/2021",11,"Flinders.La.Swanston.St..West..Temporary",NA
"02/12/2021",11,"RMIT.Building.14",245
"02/12/2021",11,"X380.Elizabeth.St",678
"02/12/2021",11,"La.Trobe.St..North.",101
"02/12/2021",11,"X231.Bourke.St",NA
"02/12/2021",11,"Royal.Pde...Grattan.St",201
"02/12/2021",11,"Swanston.St...City.Square",420
"02/12/2021",11,"State.Library...New",818
"02/12/2021",11,"Flinders.Ln...Degraves.St..South.",527
"02/12/2021",11,"Flinders.Ln...Degraves.St..North.",301
"02/12/2021",11,"Flinders.Ln...Degraves.St..Crossing.",148
"02/12/2021",11,"Errol.Street..East.",209
"02/12/2021",11,"Westwood.Place",59
"02/12/2021",11,"Flinders.St...ACMI",323
"02/12/2021",11,"Bourke.St...Spencer.St..South.",175
"02/12/2021",11,"Spring.St...Flinders.St..West.",53
"02/12/2021",11,"Macaulay.Rd...Bellair.St",83
"02/12/2021",11,"Harbour.Esplanade...Pedestrian.Path",143
"02/12/2021",11,"Harbour.Esplanade...Bike.Path",73
"02/12/2021",11,"Flinders.St..South.",526
"02/12/2021",11,"Elizabeth.St...Flinders.St..East....New.footpath",NA
"02/12/2021",11,"Macaulay.Rd..North.",NA
"02/12/2021",11,"Queensberry.St...Errol.St..South.",NA
"02/12/2021",12,"Bourke.Street.Mall..North.",1964
"02/12/2021",12,"Bourke.Street.Mall..South.",1174
"02/12/2021",12,"Melbourne.Central",1103
"02/12/2021",12,"Town.Hall..West.",1788
"02/12/2021",12,"Princes.Bridge",840
"02/12/2021",12,"Flinders.Street.Station.Underpass",1083
"02/12/2021",12,"Birrarung.Marr",95
"02/12/2021",12,"Webb.Bridge",208
"02/12/2021",12,"Southern.Cross.Station",416
"02/12/2021",12,"Victoria.Point",6
"02/12/2021",12,"Waterfront.City",30
"02/12/2021",12,"New.Quay",198
"02/12/2021",12,"Flagstaff.Station",NA
"02/12/2021",12,"Sandridge.Bridge",264
"02/12/2021",12,"State.Library",NA
"02/12/2021",12,"Collins.St..North.",1201
"02/12/2021",12,"Collins.Place..South.",746
"02/12/2021",12,"Collins.Place..North.",354
"02/12/2021",12,"Chinatown.Swanston.St..North.",461
"02/12/2021",12,"Chinatown.Lt.Bourke.St..South.",250
"02/12/2021",12,"Bourke.St.Russell.St..West.",570
"02/12/2021",12,"Flinders.St.Elizabeth.St..East.",NA
"02/12/2021",12,"Spencer.St.Collins.St..South.",458
"02/12/2021",12,"Spencer.St.Collins.St..North.",922
"02/12/2021",12,"Melbourne.Convention.Exhibition.Centre",786
"02/12/2021",12,"QV.Market.Elizabeth.St..West.",711
"02/12/2021",12,"QV.Market.Peel.St",219
"02/12/2021",12,"The.Arts.Centre",580
"02/12/2021",12,"St.Kilda.Rd.Alexandra.Gardens",188
"02/12/2021",12,"Lonsdale.St..South.",441
"02/12/2021",12,"Lygon.St..West.",178
"02/12/2021",12,"City.Square",NA
"02/12/2021",12,"Flinders.St.Spring.St..West.",NA
"02/12/2021",12,"Flinders.St.Spark.La",NA
"02/12/2021",12,"Southbank",1636
"02/12/2021",12,"Queen.St..West.",418
"02/12/2021",12,"Lygon.St..East.",157
"02/12/2021",12,"Flinders.St.Swanston.St..West.",NA
"02/12/2021",12,"Alfred.Place",315
"02/12/2021",12,"Lonsdale.St.Spring.St..West.",374
"02/12/2021",12,"Grattan.St.Swanston.St..West.",163
"02/12/2021",12,"Monash.Rd.Swanston.St..West.",152
"02/12/2021",12,"Tin.Alley.Swanston.St..West.",76
"02/12/2021",12,"Little.Collins.St.Swanston.St..East.",NA
"02/12/2021",12,"Flinders.La.Swanston.St..West.",2117
"02/12/2021",12,"Pelham.St..South.",77
"02/12/2021",12,"Melbourne.Central.Elizabeth.St..East.",1016
"02/12/2021",12,"QVM.Queen.St..East.",283
"02/12/2021",12,"QVM.Therry.St..South.",220
"02/12/2021",12,"Faraday.St.Lygon.St..West.",363
"02/12/2021",12,"QVM.Franklin.St..North.",218
"02/12/2021",12,"Elizabeth.St.Lonsdale.St..South.",387
"02/12/2021",12,"Lincoln.Swanston..W.",83
"02/12/2021",12,"Elizabeth.St.La.Trobe.St..East.",NA
"02/12/2021",12,"Lonsdale.St...Elizabeth.St..North.",395
"02/12/2021",12,"Bourke.St.Bridge",659
"02/12/2021",12,"Bourke.St...Spencer.St..North.",623
"02/12/2021",12,"RMIT.Bld.80...445.Swanston.Street",335
"02/12/2021",12,"Flinders.La.Swanston.St..West..Temporary",NA
"02/12/2021",12,"RMIT.Building.14",358
"02/12/2021",12,"X380.Elizabeth.St",1105
"02/12/2021",12,"La.Trobe.St..North.",171
"02/12/2021",12,"X231.Bourke.St",NA
"02/12/2021",12,"Royal.Pde...Grattan.St",167
"02/12/2021",12,"Swanston.St...City.Square",482
"02/12/2021",12,"State.Library...New",934
"02/12/2021",12,"Flinders.Ln...Degraves.St..South.",668
"02/12/2021",12,"Flinders.Ln...Degraves.St..North.",395
"02/12/2021",12,"Flinders.Ln...Degraves.St..Crossing.",183
"02/12/2021",12,"Errol.Street..East.",335
"02/12/2021",12,"Westwood.Place",77
"02/12/2021",12,"Flinders.St...ACMI",265
"02/12/2021",12,"Bourke.St...Spencer.St..South.",280
"02/12/2021",12,"Spring.St...Flinders.St..West.",79
"02/12/2021",12,"Macaulay.Rd...Bellair.St",111
"02/12/2021",12,"Harbour.Esplanade...Pedestrian.Path",190
"02/12/2021",12,"Harbour.Esplanade...Bike.Path",65
"02/12/2021",12,"Flinders.St..South.",578
"02/12/2021",12,"Elizabeth.St...Flinders.St..East....New.footpath",NA
"02/12/2021",12,"Macaulay.Rd..North.",NA
"02/12/2021",12,"Queensberry.St...Errol.St..South.",NA
"02/12/2021",13,"Bourke.Street.Mall..North.",1899
"02/12/2021",13,"Bourke.Street.Mall..South.",1114
"02/12/2021",13,"Melbourne.Central",1300
"02/12/2021",13,"Town.Hall..West.",1842
"02/12/2021",13,"Princes.Bridge",653
"02/12/2021",13,"Flinders.Street.Station.Underpass",997
"02/12/2021",13,"Birrarung.Marr",187
"02/12/2021",13,"Webb.Bridge",169
"02/12/2021",13,"Southern.Cross.Station",323
"02/12/2021",13,"Victoria.Point",24
"02/12/2021",13,"Waterfront.City",38
"02/12/2021",13,"New.Quay",211
"02/12/2021",13,"Flagstaff.Station",NA
"02/12/2021",13,"Sandridge.Bridge",207
"02/12/2021",13,"State.Library",NA
"02/12/2021",13,"Collins.St..North.",1045
"02/12/2021",13,"Collins.Place..South.",740
